sentiment,comment
not nostalgia,The lyrics speak for themselves. They were a great team .Gave us some wonderful songs
not nostalgia,"A remarkable voice, no one else can recreate her melancholy. Crystal clear and beautiful!"
not nostalgia,For those of you that just heard ticket to ride. And you hear the change they made to what key they recorded in. And her key!!!!! Casper
nostalgia,A voice from my childhood. I grew up listening to their Christmas album--still one of my favorites!
not nostalgia,So nice ! A wonderful weekend to you my dear friend ! Best Wishes !
not nostalgia,It makes me laugh at the thought of anyone not liking this song
nostalgia,brings me to the childhood. I love and miss the days.
nostalgia,All my best memories come back clearly to me........
nostalgia,"Thank you for bringing me back a part of my childhood , my parents let me hear this on the radio when I was 4 , 5 years old. Finally found it :D"
not nostalgia,Always the best female artist fantastic song beautifully written lyrics can't find a song that match it
not nostalgia,Her singing still sends shivers down my spine an absolutely devastating loss to us all!
not nostalgia,It is a song that is necessary just now that the world is in a disturbing state.  It is a masterpiece made in a good era when the richness of the heart was valued more than the affluence of things.
not nostalgia,That's why you always say that I have to be a good day at work and I don't know what I want to be a good night  is that what u want me to do that and I'm so excited about this and thought I had the same thing I have to be a good day at work and I don't know what I want to be a good day at work and I don't know what I want to be a good day at work and I don't know what  I want you to come to me and you knows I love you and you
nostalgia,Thank you my mother in heaven has introduced me this song. and by listening to it I always remember our memories.
not nostalgia,One of the most unique voices ever in the music industry. A tragic loss!!!
not nostalgia,"Pretty bloody fantastic.  to say she was a recluse who only wanted to play the drums, beautiful voice, soulful and heartfelt. Sadly lost to a problem unheard of in her era."
not nostalgia,"You know I realized something, this song is singing about how I think of this song, meta."
not nostalgia,"Perception of death, birth, sorrow, suffering, old age"
nostalgia,Feeling nostalgic. My school time.
nostalgia,Yesterday Once  More .. All my  Best  memory  come  back  clearly  to  me.... Wow!! Amazing.. Very  natural  voice .. What  a talent .. Who's  Listening 2018?
not nostalgia,"D, came here only to apologize and to thank you. My phone is almost completely discharged, got to preserve the charge"
not nostalgia,You invest 100 000 in a business and it becomes a billion dollar concern you are not to share in those billions.Lawyers will fall.That is why concerns could go bankrupt and share holders get nothing but suicide.What goes around comes around.Further than being a friend you could be managing director of a company.Peter Carlos Hinds.King of the Zulus.Barbados.
not nostalgia,"So sad such a great and talented singer left us to be with God at a young age,  at the height of her prime."
not nostalgia,"A truly beautiful voice, a timeless wonder. They don't make singers like that anymore."
not nostalgia,"Damn, I love listening to this woman sing! Her voice seemed so effortless and clear.  So sad the way she ended. Left a lot of good music behind to enjoy. Another one that was taken too soon. RIP Karen."
nostalgia,I remember landing in Guam in late June 1970 and the Carpenters were playing in the radio earpiece as the landscape unfolded beneath me. Nice memory.
nostalgia,"Oh the memories of being a child. Seaside trips, mum and dad being around and all this fabulous music. How I miss it."
nostalgia,"Come back, please come back my old memories or take them away."
nostalgia,"But now, I recall those memories ,i do not love u anymore,but the crazy things I did,the songs I listened still makes laugh because i miss when i was young . beautiful age"
nostalgia,"So strongly understand this song. I missed those days. when I loved you ,the songs I listened made me cry..."
not nostalgia,What a voice! It is a shame that voice was quieted too soon. But all of her songs were so wonderfully crafted and arranged by her brother Richard. I do not think Richard gets enough credit. But all he has been able to do is repackage their songs.
nostalgia,"Funny how when this song came out it was about music from the early 60s. her reminiscing about when she was younger. now we look on this as an old song that brings back memories. I remember listening to this when it first came out and could relate to it being a teenager in the early 60s, and longed for the music of 10-15 years earlier."
